"practice_code","practice_name","icb_code","icb_name","region","list_size","survey_responses","imd_quintile","rural_urban","phone_difficult_n"
"UQW3960","Practice 4857","Q66","NHS Somerset ICB","South West",4951,91,1,"Rural",45
"JHT1905","Practice 4858","Q35","NHS Devon ICB","Midlands",8821,230,1,"Urban",109
"OCO5338","Practice 4859","Q62","NHS Dorset ICB","South West",6811,308,3,"Urban",116
"ZTA7902","Practice 4860","Q29","NHS Devon ICB","North West",14618,60,3,"Rural",19
"TAE5470","Practice 4861","Q77","NHS Somerset ICB","London",10190,249,2,"Rural",54
"JCX4818","Practice 4862","Q43","NHS Somerset ICB","North West",4503,307,2,"Urban",84
"YHK3983","Practice 4863","Q50","NHS Cornwall ICB","North West",15664,239,1,"Urban",103
"THW8998","Practice 4864","Q97","NHS Somerset ICB","South East",9045,186,2,"Rural",96
"VXF9724","Practice 4865","Q36","NHS Somerset ICB","South East",946,222,2,"Urban",74
"IFA1604","Practice 4866","Q56","NHS Devon ICB","South East",12798,136,4,"Rural",30
"KFG7826","Practice 4867","Q66","NHS Devon ICB","London",5355,233,2,"Urban",112
"SCW6411","Practice 4868","Q36","NHS Dorset ICB","Midlands",4212,149,2,"Rural",64
"YSC4228","Practice 4869","Q31","NHS Cornwall ICB","Midlands",10663,228,2,"Rural",96
"KUO1020","Practice 4870","Q35","NHS Cornwall ICB","North East",7294,201,4,"Urban",92
"YVI9096","Practice 4871","Q69","NHS Cornwall ICB","South West",7956,148,4,"Rural",
"CHI8780","Practice 4872","Q69","NHS Devon ICB","North East",7842,127,4,"Urban",
"GHL9981","Practice 4873","Q77","NHS Somerset ICB","South East",5399,83,2,"Urban",37
"NAP2421","Practice 4874","Q97","NHS Dorset ICB","London",9670,338,4,"Rural",117
"GST5269","Practice 4875","Q69","NHS Devon ICB","South West",4871,262,5,"Urban",81
"WSG8284","Practice 4876","Q90","NHS Dorset ICB","North West",5961,48,1,"Urban",19
"MSL3773","Practice 4877","Q22","NHS Somerset ICB","South West",7921,59,1,"Urban",26
"EKZ6510","Practice 4878","Q90","NHS Somerset ICB","East",1426,153,3,"Urban",39
"YGJ6179","Practice 4879","Q50","NHS Cornwall ICB","East",7767,69,3,"Rural",28
"IUA5889","Practice 4880","Q94","NHS Dorset ICB","North West",6970,95,5,"Rural",19
"KDM1056","Practice 4881","Q36","NHS Dorset ICB","Midlands",2613,199,5,"Urban",47
"MIV2998","Practice 4882","Q97","NHS Cornwall ICB","South West",9810,361,1,"Urban",130
"EMF6320","Practice 4883","Q43","NHS Cornwall ICB","South West",12401,146,5,"Urban",33
"LFH7785","Practice 4884","Q77","NHS Dorset ICB","South West",500,30,4,"Rural",10
"LQX6011","Practice 4885","Q69","NHS Devon ICB","North East",10615,194,2,"Urban",99
"XRC6610","Practice 4886","Q35","NHS Devon ICB","North West",7205,84,3,"Urban",
"PML5135","Practice 4887","Q31","NHS Dorset ICB","North West",9144,340,1,"Urban",161
"OND1292","Practice 4888","Q50","NHS Dorset ICB","East",1709,286,5,"Rural",67
"FCQ6590","Practice 4889","Q31","NHS Dorset ICB","North East",6937,68,1,"Urban",23
"NBB9624","Practice 4890","Q62","NHS Devon ICB","North West",4264,342,1,"Urban",129
"XOL3733","Practice 4891","Q66","NHS Somerset ICB","North East",8266,123,5,"Rural",44
"QSN7927","Practice 4892","Q22","NHS Dorset ICB","South West",11069,108,3,"Urban",
"WYR5817","Practice 4893","Q35","NHS Somerset ICB","East",4856,143,3,"Rural",52
"TNT3967","Practice 4894","Q69","NHS Dorset ICB","South East",4078,152,3,"Urban",53
"EXN5822","Practice 4895","Q31","NHS Dorset ICB","Midlands",500,246,2,"Rural",110
"DBI3140","Practice 4896","Q83","NHS Cornwall ICB","North East",11055,190,2,"Rural",63
"PEF8558","Practice 4897","Q92","NHS Somerset ICB","North West",14995,205,2,"Rural",69
"DZC1538","Practice 4898","Q31","NHS Somerset ICB","North West",9879,228,4,"Rural",105
"UDL9294","Practice 4899","Q43","NHS Dorset ICB","London",9579,121,1,"Urban",41
"KJI5261","Practice 4900","Q31","NHS Somerset ICB","South East",12691,273,5,"Urban",66
"CNF5559","Practice 4901","Q69","NHS Somerset ICB","North East",10494,239,2,"Rural",61
"MCB9084","Practice 4902","Q56","NHS Somerset ICB","South East",12703,99,1,"Urban",42
"PWP5147","Practice 4903","Q56","NHS Dorset ICB","Midlands",8359,210,1,"Urban",
"KFE9451","Practice 4904","Q22","NHS Dorset ICB","South East",6950,114,4,"Rural",30
"NAI3934","Practice 4905","Q31","NHS Devon ICB","London",10206,156,3,"Rural",67
"QVG2365","Practice 4906","Q56","NHS Cornwall ICB","Midlands",2259,255,1,"Urban",94
"KTF6662","Practice 4907","Q56","NHS Devon ICB","South East",7429,305,3,"Urban",88
"TXL5380","Practice 4908","Q90","NHS Cornwall ICB","North East",15787,227,1,"Urban",57
"OSY4644","Practice 4909","Q69","NHS Dorset ICB","London",8563,292,1,"Urban",91
"IDH5899","Practice 4910","Q35","NHS Somerset ICB","South West",15529,151,4,"Urban",37
"NYE3861","Practice 4911","Q97","NHS Cornwall ICB","South East",11878,244,2,"Urban",67
"NWT9193","Practice 4912","Q66","NHS Devon ICB","Midlands",11952,220,2,"Urban",
"DLT4940","Practice 4913","Q68","NHS Dorset ICB","North West",4938,30,4,"Urban",11
"AEI2739","Practice 4914","Q83","NHS Cornwall ICB","North West",6675,193,3,"Urban",63
"YAR3406","Practice 4915","Q62","NHS Cornwall ICB","South East",10715,275,1,"Urban",132
"ENF5063","Practice 4916","Q69","NHS Devon ICB","South West",15251,45,3,"Rural",20
"VFC7939","Practice 4917","Q97","NHS Devon ICB","South East",12385,286,1,"Urban",95
"LGS4502","Practice 4918","Q50","NHS Dorset ICB","Midlands",14806,338,5,"Urban",113
"XLF5688","Practice 4919","Q97","NHS Somerset ICB","Midlands",3868,190,2,"Urban",
"AHX9493","Practice 4920","Q68","NHS Dorset ICB","London",9593,257,1,"Urban",117
"RHA1117","Practice 4921","Q20","NHS Devon ICB","South West",16677,314,5,"Urban",75
"WDG2548","Practice 4922","Q92","NHS Dorset ICB","North East",8375,243,1,"Rural",82
"SSL7899","Practice 4923","Q20","NHS Devon ICB","East",13205,276,3,"Urban",44
"LTT2372","Practice 4924","Q97","NHS Dorset ICB","London",3753,111,2,"Urban",48
"CFS8388","Practice 4925","Q97","NHS Cornwall ICB","South West",10857,309,3,"Urban",136
"UNY5590","Practice 4926","Q62","NHS Dorset ICB","South East",5877,162,2,"Urban",
"ZET7996","Practice 4927","Q31","NHS Devon ICB","North East",4496,400,5,"Rural",132
"ABH7571","Practice 4928","Q62","NHS Cornwall ICB","London",10372,255,3,"Urban",107
"DBQ8572","Practice 4929","Q29","NHS Cornwall ICB","South East",10801,244,4,"Urban",101
"JGL5685","Practice 4930","Q62","NHS Devon ICB","London",12831,335,5,"Rural",105
"LCE2267","Practice 4931","Q89","NHS Somerset ICB","North West",11103,180,4,"Urban",32
"OTS1339","Practice 4932","Q56","NHS Somerset ICB","London",7034,200,4,"Urban",67
"UWB4574","Practice 4933","Q68","NHS Cornwall ICB","Midlands",4735,218,3,"Urban",98
"CRL6664","Practice 4934","Q69","NHS Dorset ICB","London",7125,156,4,"Urban",55
"VDI3089","Practice 4935","Q66","NHS Somerset ICB","South West",15757,114,3,"Rural",53
"EJA9558","Practice 4936","Q69","NHS Cornwall ICB","North West",10661,39,1,"Urban",15
"ACD5518","Practice 4937","Q50","NHS Dorset ICB","North East",2532,291,2,"Urban",149
"XYU7161","Practice 4938","Q22","NHS Devon ICB","North East",5424,30,3,"Rural",3
"HAP5485","Practice 4939","Q36","NHS Cornwall ICB","London",3202,112,5,"Urban",28
"JPU9573","Practice 4940","Q43","NHS Devon ICB","North West",14794,255,4,"Rural",63
"GZM1706","Practice 4941","Q83","NHS Cornwall ICB","East",5618,287,4,"Rural",84
"UEX5696","Practice 4942","Q92","NHS Dorset ICB","East",9714,220,5,"Urban",62
"JWA3606","Practice 4943","Q35","NHS Cornwall ICB","North West",13965,53,5,"Urban",19
"NAQ8474","Practice 4944","Q90","NHS Devon ICB","East",5421,331,4,"Urban",60
"URA6813","Practice 4945","Q83","NHS Cornwall ICB","London",8405,188,4,"Urban",
"QCJ2217","Practice 4946","Q68","NHS Somerset ICB","Midlands",8471,335,1,"Urban",160
"AEG6742","Practice 4947","Q22","NHS Somerset ICB","South East",9255,30,5,"Urban",4
"JHG4656","Practice 4948","Q31","NHS Dorset ICB","North West",5782,240,1,"Urban",91
"ZBH3976","Practice 4949","Q90","NHS Dorset ICB","East",11396,228,2,"Urban",71
"BGS9433","Practice 4950","Q90","NHS Dorset ICB","Midlands",3520,170,2,"Rural",59
"XMQ8537","Practice 4951","Q20","NHS Dorset ICB","South West",12584,89,5,"Rural",40
"PTE8437","Practice 4952","Q68","NHS Cornwall ICB","North East",10428,30,5,"Rural",5
"MVH3652","Practice 4953","Q83","NHS Somerset ICB","North West",12142,316,4,"Urban",110
"MTN3446","Practice 4954","Q94","NHS Somerset ICB","East",8801,163,5,"Urban",45
"MUG3752","Practice 4955","Q22","NHS Dorset ICB","Midlands",10220,160,2,"Urban",68
"SCX1911","Practice 4956","Q94","NHS Cornwall ICB","London",8891,124,1,"Urban",53
"JGZ7451","Practice 4957","Q90","NHS Somerset ICB","North East",3304,91,1,"Urban",22
"AEK4962","Practice 4958","Q83","NHS Devon ICB","North East",7639,322,4,"Urban",90
"QHM9582","Practice 4959","Q43","NHS Devon ICB","North East",12306,127,2,"Rural",43
"WWA4149","Practice 4960","Q35","NHS Somerset ICB","South West",3227,220,5,"Urban",86
"KLE4196","Practice 4961","Q77","NHS Dorset ICB","East",9259,185,4,"Rural",41
"QSI6813","Practice 4962","Q94","NHS Devon ICB","South West",5489,30,4,"Urban",10
"ZWZ6790","Practice 4963","Q77","NHS Cornwall ICB","London",11265,385,3,"Rural",121
"YLL6972","Practice 4964","Q94","NHS Cornwall ICB","London",7112,120,2,"Rural",44
"HOX4994","Practice 4965","Q90","NHS Dorset ICB","North East",1505,291,1,"Urban",131
"PHJ7199","Practice 4966","Q43","NHS Somerset ICB","North East",17650,304,5,"Urban",83
"PWO1267","Practice 4967","Q66","NHS Devon ICB","London",13905,181,5,"Urban",66
"AXF3219","Practice 4968","Q29","NHS Cornwall ICB","Midlands",5726,69,3,"Urban",15
"CYR9834","Practice 4969","Q68","NHS Somerset ICB","Midlands",7445,225,2,"Rural",59
"TXV9869","Practice 4970","Q68","NHS Cornwall ICB","South East",4015,196,5,"Urban",44
"ABW2106","Practice 4971","Q62","NHS Somerset ICB","South East",5782,157,2,"Urban",38
"ILR6232","Practice 4972","Q69","NHS Devon ICB","Midlands",7123,30,2,"Rural",9
"PZO6348","Practice 4973","Q83","NHS Somerset ICB","East",5996,336,1,"Urban",157
"AIZ6967","Practice 4974","Q83","NHS Dorset ICB","London",5128,204,2,"Urban",76
"BQX2346","Practice 4975","Q77","NHS Somerset ICB","Midlands",12663,148,4,"Urban",51
"WPL6477","Practice 4976","Q83","NHS Devon ICB","East",4661,186,3,"Rural",76
"XMB9016","Practice 4977","Q43","NHS Cornwall ICB","Midlands",11453,43,5,"Urban",13
"DIS7396","Practice 4978","Q50","NHS Cornwall ICB","North West",1988,504,3,"Urban",118
"VEL8723","Practice 4979","Q36","NHS Somerset ICB","North West",6624,272,5,"Urban",146
"JZS4510","Practice 4980","Q77","NHS Dorset ICB","North East",15669,136,3,"Urban",69
"QRQ5866","Practice 4981","Q22","NHS Devon ICB","North West",9423,442,2,"Rural",
"RVA9929","Practice 4982","Q50","NHS Dorset ICB","East",6690,232,2,"Rural",109
"VAM1469","Practice 4983","Q22","NHS Dorset ICB","North East",7499,250,3,"Urban",102
"NPA1360","Practice 4984","Q56","NHS Somerset ICB","London",8996,264,2,"Urban",95
"PNQ7305","Practice 4985","Q89","NHS Cornwall ICB","North East",11482,291,5,"Rural",73
"OQV6564","Practice 4986","Q22","NHS Dorset ICB","North East",11427,219,4,"Urban",87
"LVQ3412","Practice 4987","Q89","NHS Cornwall ICB","London",8825,167,4,"Urban",75
"KEG7118","Practice 4988","Q69","NHS Somerset ICB","Midlands",7017,36,4,"Urban",18
"RHV3191","Practice 4989","Q90","NHS Cornwall ICB","London",3395,319,3,"Urban",105
"JYD7535","Practice 4990","Q66","NHS Devon ICB","North West",6968,302,5,"Urban",69
"KIM1075","Practice 4991","Q29","NHS Dorset ICB","Midlands",4682,30,4,"Urban",5
"FCG5080","Practice 4992","Q90","NHS Cornwall ICB","South West",11033,185,2,"Urban",80
"AYR7965","Practice 4993","Q62","NHS Somerset ICB","East",9348,79,1,"Rural",26
"FJR1120","Practice 4994","Q20","NHS Devon ICB","North West",6907,215,1,"Urban",85
"SVP8258","Practice 4995","Q50","NHS Cornwall ICB","Midlands",6120,208,3,"Urban",71
"UQR1274","Practice 4996","Q29","NHS Dorset ICB","South West",4535,54,2,"Urban",25
"ELH6169","Practice 4997","Q89","NHS Devon ICB","East",14046,100,5,"Rural",32
"AKX8025","Practice 4998","Q35","NHS Dorset ICB","North East",15679,176,5,"Rural",70
"JYO3490","Practice 4999","Q66","NHS Dorset ICB","North West",6973,89,4,"Urban",39
"PYY8360","Practice 5000","Q89","NHS Somerset ICB","South West",7884,75,1,"Urban",34
"TKK3485","Practice 5001","Q50","NHS Dorset ICB","Midlands",10445,270,4,"Urban",74
"IPE3969","Practice 5002","Q31","NHS Dorset ICB","South East",4496,244,4,"Urban",67
"FGJ9610","Practice 5003","Q97","NHS Somerset ICB","South East",10115,139,1,"Urban",
"FXO8457","Practice 5004","Q92","NHS Somerset ICB","South West",4861,186,4,"Urban",81
"MIG4346","Practice 5005","Q97","NHS Somerset ICB","London",10158,132,4,"Rural",40
"EWP6965","Practice 5006","Q56","NHS Cornwall ICB","East",7622,180,1,"Urban",61
"KTF6892","Practice 5007","Q69","NHS Cornwall ICB","North East",8423,168,3,"Rural",63
"RFB9497","Practice 5008","Q31","NHS Cornwall ICB","South East",7231,184,4,"Rural",57
"OOY3564","Practice 5009","Q89","NHS Cornwall ICB","South West",3094,282,1,"Urban",104
"ZTH8232","Practice 5010","Q97","NHS Dorset ICB","London",4603,144,3,"Urban",68
"TGR5116","Practice 5011","Q35","NHS Devon ICB","North East",1530,226,5,"Urban",95
"OBG2666","Practice 5012","Q69","NHS Cornwall ICB","Midlands",15496,250,5,"Urban",40
"GXH4649","Practice 5013","Q29","NHS Cornwall ICB","South East",7462,375,2,"Urban",91
"QVQ2602","Practice 5014","Q35","NHS Somerset ICB","East",12057,139,1,"Urban",39
"ZPH6471","Practice 5015","Q62","NHS Devon ICB","East",12203,275,2,"Rural",70
"BWQ9237","Practice 5016","Q22","NHS Devon ICB","North East",8742,370,3,"Rural",180
"YQL6215","Practice 5017","Q94","NHS Somerset ICB","South East",13408,345,2,"Urban",86
"YGP4312","Practice 5018","Q97","NHS Somerset ICB","Midlands",8443,142,4,"Urban",77
"APU5415","Practice 5019","Q22","NHS Dorset ICB","South East",4524,254,5,"Urban",
"HBQ1733","Practice 5020","Q92","NHS Somerset ICB","North East",9372,97,3,"Urban",38
"ASE9264","Practice 5021","Q77","NHS Dorset ICB","London",4717,212,2,"Rural",95
"LEP3678","Practice 5022","Q90","NHS Cornwall ICB","London",9205,194,1,"Urban",53
"PIC3292","Practice 5023","Q68","NHS Somerset ICB","East",15661,242,5,"Urban",58
"QPF4748","Practice 5024","Q83","NHS Devon ICB","North West",5193,311,3,"Urban",131
"GRU3063","Practice 5025","Q68","NHS Dorset ICB","Midlands",9944,148,2,"Urban",71
"FKE9034","Practice 5026","Q92","NHS Devon ICB","North West",5716,326,2,"Urban",86
"VXN5631","Practice 5027","Q94","NHS Somerset ICB","South West",5261,261,3,"Rural",122
"DBN7703","Practice 5028","Q66","NHS Cornwall ICB","North West",500,74,3,"Urban",24
"SWF3352","Practice 5029","Q83","NHS Somerset ICB","East",4956,150,3,"Urban",63
"AZP5024","Practice 5030","Q68","NHS Cornwall ICB","East",11581,289,5,"Rural",133
"XBI7613","Practice 5031","Q31","NHS Cornwall ICB","Midlands",12398,128,2,"Urban",64
"ETB9077","Practice 5032","Q77","NHS Cornwall ICB","North East",9558,172,4,"Urban",82
"EPZ8022","Practice 5033","Q89","NHS Somerset ICB","North East",8536,327,1,"Urban",156
"MAD4575","Practice 5034","Q66","NHS Dorset ICB","Midlands",4390,258,5,"Rural",46
"MDF6758","Practice 5035","Q94","NHS Cornwall ICB","Midlands",5873,82,4,"Urban",25
"YRJ5237","Practice 5036","Q35","NHS Devon ICB","North East",500,486,4,"Urban",201
"IPU7557","Practice 5037","Q94","NHS Dorset ICB","North West",877,278,5,"Urban",46
"YNA6229","Practice 5038","Q68","NHS Dorset ICB","North East",8845,194,3,"Urban",37
"ZNX6353","Practice 5039","Q92","NHS Dorset ICB","East",15850,120,1,"Urban",41
"ZHW2243","Practice 5040","Q31","NHS Cornwall ICB","South West",7881,174,5,"Urban",31
"HBV3984","Practice 5041","Q83","NHS Devon ICB","North West",964,185,4,"Urban",53
"HGH9372","Practice 5042","Q94","NHS Devon ICB","South West",6616,140,4,"Rural",15
"NSG3990","Practice 5043","Q90","NHS Dorset ICB","Midlands",3947,332,5,"Urban",97
"WGQ3407","Practice 5044","Q69","NHS Somerset ICB","North East",13240,279,3,"Rural",118
"ITZ5697","Practice 5045","Q35","NHS Cornwall ICB","London",8086,74,5,"Rural",4
"BGI8443","Practice 5046","Q77","NHS Somerset ICB","South West",6911,34,2,"Urban",14
"PGC4364","Practice 5047","Q90","NHS Somerset ICB","Midlands",500,173,1,"Rural",69
"QLY8292","Practice 5048","Q68","NHS Somerset ICB","East",14125,231,3,"Urban",70
"UWH5940","Practice 5049","Q31","NHS Somerset ICB","East",10670,157,2,"Rural",47
"OIT8206","Practice 5050","Q36","NHS Devon ICB","East",5455,95,3,"Urban",24
"ALL8107","Practice 5051","Q36","NHS Somerset ICB","South East",7665,106,4,"Urban",28
"VWF8695","Practice 5052","Q89","NHS Cornwall ICB","North East",8116,241,4,"Urban",79
"HJG5674","Practice 5053","Q62","NHS Somerset ICB","East",14407,380,2,"Rural",115
"BLK4025","Practice 5054","Q36","NHS Somerset ICB","London",3435,276,3,"Urban",126
"WMM2407","Practice 5055","Q22","NHS Dorset ICB","North West",3286,169,5,"Urban",37
"KPI4851","Practice 5056","Q31","NHS Dorset ICB","Midlands",8154,117,2,"Urban",63
"ZHP5656","Practice 5057","Q35","NHS Dorset ICB","South West",15422,220,5,"Urban",35
"EWR6082","Practice 5058","Q29","NHS Somerset ICB","South East",10791,304,3,"Urban",87
"XVO5875","Practice 5059","Q31","NHS Somerset ICB","South West",14151,359,1,"Urban",99
"JZH2524","Practice 5060","Q36","NHS Cornwall ICB","London",9298,386,5,"Urban",128
"HAH1531","Practice 5061","Q22","NHS Dorset ICB","London",15266,240,3,"Rural",117
"EIF9399","Practice 5062","Q77","NHS Devon ICB","East",11277,376,3,"Rural",80
"YYT8691","Practice 5063","Q77","NHS Dorset ICB","South East",3140,451,3,"Rural",86
"HED1851","Practice 5064","Q56","NHS Devon ICB","East",12749,225,4,"Rural",57
"XUI4680","Practice 5065","Q29","NHS Cornwall ICB","Midlands",12250,102,1,"Urban",41
"RIH8094","Practice 5066","Q68","NHS Cornwall ICB","Midlands",12467,233,1,"Urban",75
"UMD9502","Practice 5067","Q43","NHS Devon ICB","London",10800,371,1,"Urban",186
"FGC6425","Practice 5068","Q56","NHS Somerset ICB","South West",3581,329,1,"Urban",132
"SQB2286","Practice 5069","Q77","NHS Devon ICB","Midlands",1090,160,1,"Urban",76
"XPR6954","Practice 5070","Q77","NHS Cornwall ICB","London",4569,50,4,"Urban",13
"LSY7134","Practice 5071","Q43","NHS Cornwall ICB","South West",7976,154,3,"Urban",45
"QWY2389","Practice 5072","Q66","NHS Devon ICB","North West",13955,268,1,"Urban",95
"DEM3024","Practice 5073","Q66","NHS Devon ICB","South East",12270,158,2,"Urban",45
"GJS5887","Practice 5074","Q90","NHS Cornwall ICB","South West",12944,97,4,"Urban",35
"PMM5735","Practice 5075","Q43","NHS Cornwall ICB","North East",9006,107,2,"Rural",37
"VCU4187","Practice 5076","Q83","NHS Cornwall ICB","North West",14372,277,1,"Urban",
"HGI5795","Practice 5077","Q77","NHS Somerset ICB","North West",500,159,5,"Rural",65
"QXW4004","Practice 5078","Q50","NHS Somerset ICB","London",8958,146,2,"Rural",46
"ASH2560","Practice 5079","Q20","NHS Devon ICB","East",1677,318,3,"Urban",90
"VMB8937","Practice 5080","Q31","NHS Dorset ICB","North East",6378,331,1,"Rural",160
"SJT4196","Practice 5081","Q92","NHS Somerset ICB","South East",8369,401,1,"Rural",168
"EGR6287","Practice 5082","Q89","NHS Somerset ICB","South East",9087,367,1,"Urban",145
"ECM3143","Practice 5083","Q36","NHS Somerset ICB","South East",2569,397,1,"Rural",
"BWX2460","Practice 5084","Q20","NHS Somerset ICB","South West",7963,90,5,"Urban",38
"DJI5148","Practice 5085","Q35","NHS Devon ICB","South East",4507,86,3,"Urban",46
"JKB5347","Practice 5086","Q77","NHS Cornwall ICB","East",6310,227,4,"Urban",91
"KCP6065","Practice 5087","Q43","NHS Cornwall ICB","South East",8522,136,4,"Urban",30
"MFV5333","Practice 5088","Q36","NHS Cornwall ICB","South West",12473,381,3,"Urban",
"UCO6342","Practice 5089","Q31","NHS Somerset ICB","South West",2572,166,4,"Urban",59
"WQU8987","Practice 5090","Q43","NHS Somerset ICB","South West",5288,273,5,"Urban",69
"TNT8179","Practice 5091","Q36","NHS Cornwall ICB","Midlands",15455,127,4,"Urban",38
"KLV5391","Practice 5092","Q92","NHS Devon ICB","East",8100,150,3,"Urban",44
"JSD4931","Practice 5093","Q68","NHS Devon ICB","South West",9344,259,5,"Urban",57
"UEC1772","Practice 5094","Q69","NHS Dorset ICB","Midlands",2860,224,1,"Rural",80
"SPM8131","Practice 5095","Q43","NHS Devon ICB","North East",500,199,4,"Urban",53
"MZZ9693","Practice 5096","Q83","NHS Cornwall ICB","East",4157,200,4,"Urban",39
"EKB5693","Practice 5097","Q56","NHS Devon ICB","Midlands",9339,330,1,"Urban",153
"HZS4995","Practice 5098","Q97","NHS Somerset ICB","East",14496,62,3,"Rural",24
"OJS7063","Practice 5099","Q90","NHS Cornwall ICB","Midlands",6900,289,4,"Urban",49
"CHH4785","Practice 5100","Q94","NHS Somerset ICB","Midlands",9026,423,3,"Urban",109
"SLI6949","Practice 5101","Q92","NHS Dorset ICB","North West",13506,30,4,"Urban",
"UTS7906","Practice 5102","Q66","NHS Cornwall ICB","North East",15743,259,4,"Urban",49
"EXI9129","Practice 5103","Q50","NHS Dorset ICB","Midlands",7312,142,4,"Urban",53
"ZMQ3081","Practice 5104","Q31","NHS Somerset ICB","London",9153,274,2,"Urban",120
"EEM2449","Practice 5105","Q77","NHS Cornwall ICB","South West",13104,146,2,"Rural",81
"EYP4266","Practice 5106","Q20","NHS Dorset ICB","London",2894,227,4,"Rural",71
"THW7552","Practice 5107","Q83","NHS Devon ICB","East",1594,166,5,"Urban",47
"SAP3489","Practice 5108","Q92","NHS Cornwall ICB","Midlands",11897,194,1,"Urban",68
"PDA8883","Practice 5109","Q77","NHS Dorset ICB","South East",6749,335,3,"Urban",70
"BBN3872","Practice 5110","Q31","NHS Devon ICB","London",8264,353,5,"Urban",107
"NWM5688","Practice 5111","Q36","NHS Cornwall ICB","South West",4849,145,2,"Urban",71
"TNC2764","Practice 5112","Q69","NHS Dorset ICB","London",5941,325,3,"Urban",157
"NHL8123","Practice 5113","Q31","NHS Dorset ICB","East",12524,304,5,"Rural",82
"IPT1402","Practice 5114","Q36","NHS Cornwall ICB","South East",5739,283,2,"Rural",109
"YSS7632","Practice 5115","Q83","NHS Devon ICB","South East",7802,375,1,"Urban",123
"LPY5044","Practice 5116","Q92","NHS Cornwall ICB","North West",11841,157,4,"Rural",45
"WGD3593","Practice 5117","Q89","NHS Cornwall ICB","North West",11278,392,5,"Urban",99
"NRT2469","Practice 5118","Q62","NHS Devon ICB","London",9285,151,4,"Urban",54
"JKB9694","Practice 5119","Q20","NHS Somerset ICB","Midlands",3344,305,3,"Urban",115
"LOH2459","Practice 5120","Q50","NHS Somerset ICB","East",5765,277,1,"Urban",
"ITL8440","Practice 5121","Q56","NHS Devon ICB","North East",4202,189,2,"Urban",49
"IWN8899","Practice 5122","Q35","NHS Devon ICB","North West",1786,118,1,"Rural",48
"KKZ5396","Practice 5123","Q94","NHS Somerset ICB","South West",5838,424,5,"Urban",156
"FUO2978","Practice 5124","Q90","NHS Somerset ICB","Midlands",6177,69,1,"Rural",27
"FKH8834","Practice 5125","Q31","NHS Devon ICB","South East",10428,82,4,"Urban",32
"KZY1593","Practice 5126","Q31","NHS Devon ICB","South West",10319,205,1,"Urban",107
"ZEJ8108","Practice 5127","Q56","NHS Devon ICB","South East",8897,327,3,"Urban",137
"IDT9036","Practice 5128","Q68","NHS Cornwall ICB","North East",13841,297,3,"Urban",79
"NMD6056","Practice 5129","Q31","NHS Cornwall ICB","South East",5868,332,5,"Urban",122
"TSE2864","Practice 5130","Q97","NHS Devon ICB","East",4126,129,2,"Urban",62
"SID2520","Practice 5131","Q69","NHS Somerset ICB","North East",5418,234,3,"Rural",67
"SWJ8190","Practice 5132","Q56","NHS Somerset ICB","North West",7503,35,1,"Urban",18
"BEU3804","Practice 5133","Q35","NHS Somerset ICB","South West",748,115,2,"Rural",48
"PTV5399","Practice 5134","Q97","NHS Dorset ICB","Midlands",6900,353,3,"Urban",
"KTD3534","Practice 5135","Q36","NHS Somerset ICB","London",5343,354,5,"Urban",110
"JXQ4605","Practice 5136","Q90","NHS Cornwall ICB","East",7982,264,2,"Urban",88
"FFV3212","Practice 5137","Q43","NHS Dorset ICB","East",9456,35,4,"Urban",15
"FHR1555","Practice 5138","Q97","NHS Dorset ICB","East",7464,89,3,"Urban",31
"TUD5445","Practice 5139","Q43","NHS Devon ICB","North West",7749,89,3,"Rural",38
"FQK9525","Practice 5140","Q94","NHS Dorset ICB","South West",1989,207,2,"Rural",60
"DYZ2889","Practice 5141","Q36","NHS Devon ICB","North West",11649,38,4,"Rural",11
"JVO1222","Practice 5142","Q43","NHS Somerset ICB","North East",5562,187,3,"Rural",72
"CKZ2584","Practice 5143","Q50","NHS Cornwall ICB","South West",8972,320,5,"Urban",92
"HLY9942","Practice 5144","Q20","NHS Devon ICB","South East",12436,119,1,"Rural",47
"OVD8544","Practice 5145","Q43","NHS Devon ICB","East",6114,66,5,"Urban",14
"CHW3301","Practice 5146","Q97","NHS Cornwall ICB","Midlands",9096,339,2,"Urban",115
"AJZ6239","Practice 5147","Q68","NHS Cornwall ICB","North West",15087,267,4,"Urban",92
"CWG8912","Practice 5148","Q83","NHS Somerset ICB","South West",9711,290,5,"Urban",26
"QIS4237","Practice 5149","Q31","NHS Dorset ICB","East",6027,232,2,"Rural",51
"DFE6502","Practice 5150","Q94","NHS Dorset ICB","East",5762,217,4,"Urban",77
"TKE2289","Practice 5151","Q66","NHS Somerset ICB","Midlands",8646,137,1,"Urban",61
"KJM9578","Practice 5152","Q89","NHS Somerset ICB","East",4679,120,1,"Urban",35
"PAQ7212","Practice 5153","Q43","NHS Cornwall ICB","South East",9582,107,2,"Urban",55
"PWK3350","Practice 5154","Q22","NHS Devon ICB","East",953,30,1,"Urban",12
"RLE1660","Practice 5155","Q77","NHS Somerset ICB","East",9690,162,1,"Urban",78
"VPY3698","Practice 5156","Q56","NHS Cornwall ICB","London",7791,427,5,"Rural",58
"KID5480","Practice 5157","Q43","NHS Dorset ICB","East",7220,275,4,"Urban",70
"ZLA4089","Practice 5158","Q89","NHS Cornwall ICB","London",3115,120,2,"Urban",48
